,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,sulphates,alcohol,aggregated sulfur,quality
29,-0.2984540647668667,0.6544157309620661,-1.3910371025826418,-0.3821510606916675,-0.11614801892316824,-0.40204151588144077,-0.5845942253084874,-0.9436486625780448,6
30,-0.930239904841982,0.8219576139436022,-1.0316962849037759,-0.09844864247056646,0.03258150582309422,-0.697014620357177,-0.30308054776946947,0.9021687548036552,5
31,-0.8153697521010519,0.8778049082707808,-1.3910371025826418,-0.027523037915291124,0.37253470524312143,-0.5200307576717355,0.16610891479556217,-0.08226720113325149,6
32,-0.011278682914540906,0.7102630252892448,-0.7750242722760148,-0.1693742470258418,-0.0949009439594162,0.010920830384590853,-0.5845942253084874,1.6158848228579126,5
36,-0.2984540647668667,0.403102906489762,-0.6723554672249101,-0.09844864247056646,-0.031159719068161285,-0.34304689498629337,0.35378469982157584,-1.0913140559685808,6
37,-0.12614883565547164,-0.825537568708168,0.04632616813282147,-0.31122545613639213,-0.45610121834319545,0.4238831766506218,-0.678432117821495,-0.4760415835080141,7
39,-0.5856294466191919,-0.4346065084179175,0.4570013883372393,2.3839475169640685,-0.28612461863318156,1.0138293856020948,0.07227102228255619,0.9021687548036552,5
44,-0.8728048284715172,0.7940339667800128,-1.2883682975315371,-0.524002269802218,-0.7960544177632229,-0.8150038621474717,-0.866107902847507,-1.1405358537654262,5
45,-2.1363765086217485,-0.04367544812766693,-0.621021064699358,-0.31122545613639213,-0.711066117908216,-0.5790253785668822,2.5120562276207203,0.26228538344466584,4
46,-0.3558891411373315,2.2739872664502467,0.8163422060161051,-0.24029985158111683,0.563758379916887,0.4238831766506218,-1.1476215803865266,1.812772014045294,5
47,0.2184616225673185,-1.328163217652776,1.2783518287460756,-0.6658534789127685,0.5425113049531354,-0.4610361367765881,-0.866107902847507,-0.32837619011747815,5
48,-1.1025451339533772,-0.7138429800538106,-0.21034584449493987,-0.6658534789127685,-0.45610121834319545,-0.5790253785668822,-1.1476215803865266,-1.1159249548670034,5
49,-1.562025744917098,-1.2164686289984186,0.5083357908627916,-0.8077046880233192,-0.28612461863318156,-0.4610361367765881,-1.1476215803865266,1.1236668448894591,5
50,0.27589669893778435,0.7381866724528341,-0.056342636918283125,-0.5949278743574934,-0.28612461863318156,0.48287779754576915,-1.1476215803865266,-0.8698159658827768,5
52,-0.9876749812124475,-0.15537003678202432,-1.1856994924804327,-0.31122545613639213,-0.413607068415692,-0.10706841140570389,-0.959945795360513,-1.0420922581717356,6
53,0.16102654619685364,-0.825537568708168,0.4570013883372393,0.32710498486108525,-0.13739509388691967,-0.5790253785668822,-0.959945795360513,2.1327136997247886,5
54,-0.4133242175077969,-0.09952274245484562,-0.621021064699358,0.18525377575053456,0.47877008006188015,-0.16606303230085126,-0.20924265525646346,1.074445047092614,6
57,-0.4707592938782617,0.570644789471298,-0.7750242722760148,1.8165426805218656,0.5000171550256319,0.6598616602312113,-0.959945795360513,2.403433587607438,5
58,-0.2984540647668667,0.34725561216258327,-0.4670178571227012,-0.1693742470258418,-0.24363046870567837,-0.40204151588144077,-0.3969184402824754,0.21306358564782052,5
60,0.27589669893778435,-0.7138429800538106,0.6623389984394484,-0.24029985158111683,-0.17988924381442317,-0.10706841140570389,-1.1476215803865266,0.21306358564782052,5
63,-0.757934675730587,1.1570413799066737,-1.1343650899548805,-0.3821510606916675,-0.13739509388691967,-0.5200307576717355,-0.5845942253084874,0.11461999005412984,5
64,-0.6430645229896568,1.101194085579495,-1.1343650899548805,1.4973774600231275,-0.031159719068161285,-1.581933933784387,0.4476225923345818,-1.1651467526638488,5
65,-0.6430645229896568,1.101194085579495,-1.1343650899548805,1.4973774600231275,-0.031159719068161285,-1.581933933784387,0.4476225923345818,-1.1651467526638488,5
66,-0.4707592938782617,-0.04367544812766693,-0.826358674801567,-0.7367790834680439,-0.17988924381442317,-0.4610361367765881,-0.772270010334501,-0.3037652912190555,5
68,0.5630720807901096,-1.16062133467124,1.5350238413738364,-0.3821510606916675,-0.28612461863318156,0.7778509020215061,0.2599468073085682,0.7298924625146965,5
69,-0.18358391202593646,0.9894994969251376,-1.1343650899548805,-0.45307666524694284,-0.28612461863318156,1.7217648363438627,0.07227102228255619,-0.8698159658827768,6
71,-0.3558891411373315,0.7940339667800128,-0.21034584449493987,-0.31122545613639213,0.011334430859342486,-1.0509823457280612,-0.866107902847507,1.2467213393815726,5
72,-0.3558891411373315,0.9057285554343696,-0.2616802470204922,-0.45307666524694284,-0.07365386899566446,-1.0509823457280612,-0.866107902847507,1.2221104404831498,5
73,-0.011278682914540906,0.8219576139436022,-0.056342636918283125,-0.31122545613639213,-0.07365386899566446,-0.7560092412523244,-1.1476215803865266,-0.20532169562536481,4
74,0.792812386271969,-1.16062133467124,1.3810206337971802,-0.027523037915291124,0.13881688064185263,0.9548347647069475,-0.772270010334501,1.1974995415847272,5
76,0.27589669893778435,-0.6579956857266323,1.8943646590527026,-0.24029985158111683,0.11756980567810117,0.010920830384590853,0.07227102228255619,-0.2791543923206328,5
77,-0.8728048284715172,1.4362778515425672,-1.3910371025826418,-0.09844864247056646,0.35128763027937,-0.6380199994620296,0.2599468073085682,-0.45143068460959146,6
78,-0.930239904841982,1.2408123213974418,-0.7750242722760148,-0.3821510606916675,-0.031159719068161285,-0.8150038621474717,-0.30308054776946947,0.7298924625146965,5
80,-1.2174152866943073,-0.4346065084179175,-0.3643490520715966,-0.6658534789127685,-0.3923599934519402,-0.5790253785668822,-1.1476215803865266,-1.0913140559685808,5
82,-0.5281943702487266,-0.15537003678202432,1.021679816118314,-0.3821510606916675,-0.031159719068161285,-0.5200307576717355,-1.2414594728995327,0.7791142603115419,5
85,-0.8153697521010519,0.12386643485386915,-0.621021064699358,-0.24029985158111683,-0.24363046870567837,-0.40204151588144077,-0.30308054776946947,-0.08226720113325149,5
87,-0.3558891411373315,-0.21121733110920302,-0.056342636918283125,-0.45307666524694284,-0.5410895181982024,-0.10706841140570389,-0.772270010334501,-0.5498742802032821,5
89,-0.757934675730587,0.5147974951441193,-0.9803618823782236,-0.524002269802218,-0.24363046870567837,-0.7560092412523244,-1.3352973654125386,-0.7467614713906635,5
90,-0.24101898839640132,-0.04367544812766693,-0.056342636918283125,-0.45307666524694284,-0.17988924381442317,-0.697014620357177,-0.866107902847507,2.9448733633727366,5
93,-0.3558891411373315,-0.21121733110920302,-0.056342636918283125,-0.45307666524694284,-0.5410895181982024,-0.10706841140570389,-0.772270010334501,-0.5498742802032821,5
94,-1.906636203139888,2.7486892682312654,-1.1856994924804327,-0.8077046880233192,-0.9022897925819817,-1.0509823457280612,0.07227102228255619,1.5666630250610671,4
95,-2.078941432251283,0.403102906489762,-0.5183522596482534,-0.1693742470258418,-0.6260778180532094,-0.34304689498629337,2.324380442594708,1.492830328365799,6
96,-0.8728048284715172,1.3804305572153885,-1.3910371025826418,0.32710498486108525,0.3087934803518662,-0.5790253785668822,0.2599468073085682,-0.7713723702890861,5
99,-0.12614883565547164,0.09594278769027981,-0.4670178571227012,-0.45307666524694284,-0.15864216885067142,-0.40204151588144077,-1.3352973654125386,-0.3529870890159008,6
100,-0.011278682914540906,0.45895020081694066,0.1489949731839258,-0.31122545613639213,-0.07365386899566446,-0.28405227409114603,-0.20924265525646346,-0.033045403336406154,6
101,-0.2984540647668667,-0.15537003678202432,0.1489949731839258,-0.45307666524694284,-0.2648775436694301,-0.5790253785668822,-0.021566870230449803,-0.7959832691875088,6
102,-0.12614883565547164,0.09594278769027981,-0.4670178571227012,-0.45307666524694284,-0.15864216885067142,-0.40204151588144077,-1.3352973654125386,-0.3529870890159008,6
103,-0.12614883565547164,0.26348467067181525,-0.2616802470204922,-0.31122545613639213,-0.22238339374192664,-0.8739984830426191,-1.1476215803865266,0.3607289790383565,5
104,-0.6430645229896568,-0.21121733110920302,-0.1590114419693877,-0.24029985158111683,-0.3711129184881885,-1.0509823457280612,-0.959945795360513,-0.5252633813048595,5
105,-0.12614883565547164,0.26348467067181525,-0.2616802470204922,-0.31122545613639213,-0.22238339374192664,-0.8739984830426191,-1.1476215803865266,0.3607289790383565,5
107,-1.2174152866943073,0.570644789471298,0.2003293757094781,-0.5949278743574934,0.011334430859342486,0.7778509020215061,-1.053783687873519,0.40995077683520187,5
110,-0.2984540647668667,0.17971372918104783,-0.41568345459714895,-0.524002269802218,0.35128763027937,1.6037755945535686,-0.866107902847507,-0.08226720113325149,5
111,0.04615639345592394,0.5147974951441193,-0.9290274798526715,-0.24029985158111683,-0.07365386899566446,0.010920830384590853,-0.5845942253084874,1.3943867327721085,5
112,0.04615639345592394,0.403102906489762,-0.8776930773271192,-0.24029985158111683,-0.05240679403191273,0.010920830384590853,-0.5845942253084874,1.5420521261626445,5
113,1.0225526917538295,-1.2164686289984186,0.8676766085416574,-0.1693742470258418,-0.15864216885067142,0.06991545127973822,-0.678432117821495,0.1392308889525525,6
114,-0.2984540647668667,0.17971372918104783,-0.41568345459714895,-0.524002269802218,0.35128763027937,1.6037755945535686,-0.866107902847507,-0.08226720113325149,5
115,0.6205071571605745,-0.7138429800538106,0.2003293757094781,-0.24029985158111683,0.053828580786845666,-0.16606303230085126,0.07227102228255619,0.31150718124151117,6
116,-0.011278682914540906,0.06801914052669046,0.04632616813282147,-0.45307666524694284,-0.22238339374192664,-0.28405227409114603,-0.3969184402824754,-0.2791543923206328,6
118,0.27589669893778435,0.12386643485386915,-1.1856994924804327,-0.24029985158111683,0.6699937547356458,-0.34304689498629337,0.4476225923345818,0.18845268674939786,6
119,-0.757934675730587,0.9057285554343696,-0.9803618823782236,-0.524002269802218,0.20255810553310755,-0.697014620357177,-1.1476215803865266,1.1974995415847272,6
121,0.27589669893778435,0.12386643485386915,-1.1856994924804327,-0.24029985158111683,0.6699937547356458,-0.34304689498629337,0.4476225923345818,0.18845268674939786,6
122,-0.5856294466191919,0.933652202597959,-1.3910371025826418,-0.027523037915291124,-0.2648775436694301,-0.8150038621474717,-1.1476215803865266,-1.1405358537654262,5
123,-0.18358391202593646,1.017423144088727,-1.3910371025826418,0.04340256663998421,-0.15864216885067142,-0.7560092412523244,-0.866107902847507,-0.4268197857111688,5
128,-0.18358391202593646,0.34725561216258327,-0.5696866621738057,-0.524002269802218,-0.4773482933069472,1.5447809736584213,0.07227102228255619,-1.0667031570701582,7
129,-1.2748503630647727,-0.825537568708168,-0.621021064699358,-0.524002269802218,-0.32861876856068506,-0.5200307576717355,-0.959945795360513,-0.9190377636796221,5
130,-0.18358391202593646,1.2128886742338525,1.4836894388482846,-0.3821510606916675,0.648746679771894,0.010920830384590853,-0.959945795360513,2.501877183201129,5
131,-1.562025744917098,-0.15537003678202432,-0.9290274798526715,-0.1693742470258418,-0.8173014927269747,-0.16606303230085126,2.4182183351077144,1.3205540360768404,5
134,-0.24101898839640132,2.8603838568856226,-1.1343650899548805,-0.24029985158111683,-0.07365386899566446,-0.6380199994620296,-0.4907563327954814,-0.5006524824064368,6
135,0.04615639345592394,1.2128886742338525,-0.826358674801567,-0.45307666524694284,0.053828580786845666,0.9548347647069475,-0.772270010334501,0.40995077683520187,5
136,-0.011278682914540906,1.0453467912523164,-0.621021064699358,-0.524002269802218,0.03258150582309422,0.6598616602312113,-0.866107902847507,-0.008434504437983485,5
137,-0.6430645229896568,-0.630072038563043,0.4570013883372393,-0.3821510606916675,-0.13739509388691967,-0.10706841140570389,-1.1476215803865266,-0.10687810003167415,5
138,-0.2984540647668667,0.17971372918104783,-0.41568345459714895,-0.31122545613639213,-0.13739509388691967,-0.697014620357177,-0.866107902847507,1.418997631670531,5
139,-0.2984540647668667,0.17971372918104783,-0.41568345459714895,-0.3821510606916675,-0.13739509388691967,-0.697014620357177,-0.866107902847507,1.5420521261626445,5
141,-0.011278682914540906,1.0453467912523164,-0.621021064699358,-0.524002269802218,0.03258150582309422,0.6598616602312113,-0.866107902847507,-0.008434504437983485,5
143,-1.1599802103238424,-0.7696902743809894,-0.9803618823782236,-0.5949278743574934,-0.45610121834319545,-0.4610361367765881,-0.959945795360513,-0.9682595614764675,5
146,-1.4471555921761676,0.8498812611071915,-1.2883682975315371,-0.524002269802218,-0.009912644104409547,-0.8150038621474717,-0.3969184402824754,1.2959431371784178,5
148,-0.8153697521010519,-0.21121733110920302,-0.8776930773271192,-0.1693742470258418,-0.28612461863318156,-0.4610361367765881,-0.20924265525646346,-0.5006524824064368,6
149,-0.06871375928500678,-0.7138429800538106,0.8676766085416574,0.18525377575053456,0.03258150582309422,-0.28405227409114603,0.07227102228255619,-0.20532169562536481,6
150,-0.5856294466191919,-1.1047740403440611,1.021679816118314,-0.31122545613639213,-0.22238339374192664,-0.7560092412523244,-0.11540476274345579,-1.1405358537654262,6
152,-0.4707592938782617,0.403102906489762,-1.237033895005985,-0.524002269802218,0.16006395560560435,-0.697014620357177,-0.30308054776946947,1.517441227264222,5
153,-0.4707592938782617,0.403102906489762,-1.237033895005985,-0.524002269802218,0.16006395560560435,-0.697014620357177,-0.30308054776946947,1.517441227264222,5
154,-0.7004995993601222,-0.5463010970722748,0.7650078034905528,2.1002450987429673,-0.3711129184881885,0.3648885557554744,0.07227102228255619,2.3542117898105928,5
157,-0.7004995993601222,-0.5463010970722748,0.7650078034905528,2.1002450987429673,-0.34986584352443706,0.30589393486032707,0.07227102228255619,2.3049899920137475,5
158,-0.7004995993601222,0.8498812611071915,-1.3910371025826418,-0.24029985158111683,-0.3073716935969336,-0.9329931039377665,-1.053783687873519,-0.6975396735938182,5
159,-0.8728048284715172,0.403102906489762,-0.4670178571227012,-0.45307666524694284,-0.17988924381442317,-0.5200307576717355,-1.053783687873519,1.0252232492957685,6
160,-0.4133242175077969,2.357758207941014,-1.237033895005985,-0.3821510606916675,0.053828580786845666,-0.5790253785668822,-0.772270010334501,-0.8698159658827768,5
162,-0.2984540647668667,0.012171846199511763,-1.1856994924804327,-0.5949278743574934,-0.24363046870567837,-0.5790253785668822,-0.3969184402824754,-0.3529870890159008,6
165,-0.2984540647668667,0.570644789471298,1.0730142186438663,-0.5949278743574934,0.26629933042436305,-0.22505765319599863,-0.866107902847507,1.1728886426863046,5
166,-0.8728048284715172,0.6264920837984768,-0.8776930773271192,-0.31122545613639213,-0.05240679403191273,-0.8150038621474717,-0.20924265525646346,1.3943867327721085,5
167,-0.5856294466191919,0.12386643485386915,-1.237033895005985,-0.6658534789127685,-0.32861876856068506,-1.0509823457280612,-1.3352973654125386,-0.08226720113325149,4
168,-0.8728048284715172,0.570644789471298,-1.0316962849037759,-0.31122545613639213,0.03258150582309422,-0.6380199994620296,-0.021566870230449803,-0.18071079672694215,6
170,-0.24101898839640132,1.9947507948143535,-1.237033895005985,-0.524002269802218,-0.6260778180532094,-1.9359016591552707,-1.2414594728995327,-1.2389794493591169,4
171,-0.18358391202593646,-0.6021483913994535,-0.5183522596482534,-0.3821510606916675,-0.3073716935969336,-0.28405227409114603,-1.1476215803865266,-0.9436486625780448,6
173,-0.5281943702487266,0.5147974951441193,-1.1343650899548805,-0.45307666524694284,-0.413607068415692,-0.5200307576717355,1.0106499474126194,0.09000909115570718,6
174,-0.5856294466191919,-0.825537568708168,-0.31301464954604447,-0.3821510606916675,-0.15864216885067142,-1.1099769666232087,-0.866107902847507,-0.5006524824064368,5
175,-0.8153697521010519,-0.15537003678202432,-1.1856994924804327,-0.7367790834680439,-0.05240679403191273,0.7188562811263587,-0.866107902847507,0.1392308889525525,5
176,-0.5856294466191919,-0.825537568708168,-0.31301464954604447,-0.3821510606916675,-0.15864216885067142,-1.1099769666232087,-0.866107902847507,-0.5006524824064368,5
177,-0.4707592938782617,-0.04367544812766693,0.7650078034905528,-0.1693742470258418,-0.009912644104409547,-0.28405227409114603,0.07227102228255619,-0.40220888681274614,6
178,-0.757934675730587,1.5479724401969246,-1.3910371025826418,-0.027523037915291124,-0.413607068415692,-0.5790253785668822,-0.772270010334501,-0.8698159658827768,5
179,0.27589669893778435,0.45895020081694066,-0.6723554672249101,-0.09844864247056646,-0.4348541433794437,-0.40204151588144077,-0.866107902847507,-0.25454349342221017,5
182,-0.6430645229896568,1.1291177327430844,-1.2883682975315371,-0.027523037915291124,-0.24363046870567837,-0.8150038621474717,-1.053783687873519,-0.10687810003167415,5
183,-0.8728048284715172,0.45895020081694066,-0.3643490520715966,-0.524002269802218,-0.22238339374192664,-0.4610361367765881,-1.053783687873519,0.33611808013993383,5
184,-0.930239904841982,0.5147974951441193,-0.31301464954604447,-0.45307666524694284,-0.17988924381442317,-0.4610361367765881,-1.053783687873519,0.18845268674939786,6
185,0.3333317753082492,-1.2164686289984186,1.5350238413738364,-0.3821510606916675,0.5000171550256319,-0.7560092412523244,-0.678432117821495,1.1974995415847272,5
186,-0.5281943702487266,-0.7696902743809894,1.0730142186438663,-0.3821510606916675,-0.11614801892316824,-0.6380199994620296,-1.1476215803865266,0.4591725746320472,5
187,-0.3558891411373315,0.9894994969251376,-0.8776930773271192,0.04340256663998421,-0.07365386899566446,-0.9919877248329139,-0.678432117821495,-0.6729287746953955,5
190,-0.06871375928500678,-0.15537003678202432,0.405666985811687,0.2561793803058099,-0.22238339374192664,-0.22505765319599863,-0.959945795360513,2.108102800826366,5
191,-1.1025451339533772,-0.8813848630353467,-0.10767703944383543,-0.45307666524694284,-0.28612461863318156,-0.22505765319599863,-0.5845942253084874,0.18845268674939786,6
192,-0.8728048284715172,0.570644789471298,-0.7750242722760148,0.8945098213032873,0.24505225546061132,-0.28405227409114603,-0.866107902847507,1.96043740743583,5
193,-0.4133242175077969,0.12386643485386915,-0.31301464954604447,-0.24029985158111683,-0.34986584352443706,-0.6380199994620296,-0.678432117821495,-0.6729287746953955,5
194,-0.4133242175077969,0.12386643485386915,-0.31301464954604447,-0.24029985158111683,-0.34986584352443706,-0.6380199994620296,-0.678432117821495,-0.6729287746953955,5
195,-0.2984540647668667,0.34725561216258327,0.30299818076058266,-0.3821510606916675,-0.28612461863318156,-0.697014620357177,-0.959945795360513,2.0096592052326754,5
196,-0.5856294466191919,0.2914083178354046,0.1489949731839258,-0.09844864247056646,-0.28612461863318156,-0.40204151588144077,-0.20924265525646346,0.18845268674939786,5
197,1.8266437609403403,-1.2723159233255972,1.6890270489504933,-0.3821510606916675,-0.4348541433794437,1.8397540781341575,-0.30308054776946947,-0.5744851791017048,6
198,-1.6768958976580277,1.71551432317846,-0.9803618823782236,-0.9495558971338697,-0.8810427176182299,1.1318186273923896,2.4182183351077144,1.074445047092614,7
200,0.7353773099015042,-1.16062133467124,1.021679816118314,-0.8077046880233192,-0.6685719679807128,0.9548347647069475,-0.11540476274345579,-0.7221505724922408,7
201,0.27589669893778435,-0.8813848630353467,1.0730142186438663,-0.31122545613639213,0.20255810553310755,2.1937218035050416,-1.053783687873519,2.994095161169582,5
202,-0.8728048284715172,-0.15537003678202432,-0.826358674801567,-0.7367790834680439,-0.2648775436694301,0.7778509020215061,-0.866107902847507,0.06539819225728451,5
204,-0.757934675730587,-0.5463010970722748,0.4570013883372393,-0.6658534789127685,0.03258150582309422,-0.5790253785668822,-1.1476215803865266,-0.2791543923206328,6
205,2.5732997537563866,-1.2723159233255972,2.4077086843082247,0.04340256663998421,0.16006395560560435,0.6598616602312113,0.35378469982157584,-0.6237069768985501,7
206,2.5732997537563866,-1.2723159233255972,2.4077086843082247,0.04340256663998421,0.16006395560560435,0.6598616602312113,0.35378469982157584,-0.6237069768985501,7
208,-0.2984540647668667,-0.49045380274509615,0.04632616813282147,0.11432817119525955,0.26629933042436305,0.06991545127973822,-0.959945795360513,1.2467213393815726,5
209,1.539468379088015,-1.2723159233255972,1.5863582438993886,-0.31122545613639213,-0.711066117908216,1.3088024900778317,0.07227102228255619,-0.8944268647811995,7
210,0.792812386271969,0.012171846199511763,1.6890270489504933,-0.3821510606916675,-1.029772242364492,1.1908132482875369,1.8551909800296766,-0.9436486625780448,6
211,-0.18358391202593646,1.101194085579495,-0.1590114419693877,0.18525377575053456,-0.0949009439594162,-0.5790253785668822,-0.3969184402824754,0.23767448454624318,6
212,1.8840788373108053,-0.49045380274509615,1.8943646590527026,-0.31122545613639213,-0.6048307430894575,0.06991545127973822,-0.20924265525646346,-1.0420922581717356,6
213,-0.06871375928500678,0.23556102350822591,-0.056342636918283125,-0.24029985158111683,-0.583583668125706,-1.3459554502037978,-0.30308054776946947,0.7545033614131191,5
214,-0.2984540647668667,1.1570413799066737,-0.9803618823782236,-0.09844864247056646,0.09632273071434914,0.30589393486032707,-0.5845942253084874,-0.2791543923206328,6
215,-0.757934675730587,-0.21121733110920302,1.1243486211694187,2.171170703298242,-0.583583668125706,0.6008670393360639,0.07227102228255619,2.0834919019279434,5
216,0.2184616225673185,0.5427211423077087,-0.5696866621738057,-0.3821510606916675,0.2875464053881145,-0.5200307576717355,0.5414604848475878,-0.008434504437983485,5
219,-0.2984540647668667,0.012171846199511763,0.30299818076058266,-0.09844864247056646,-0.15864216885067142,-0.34304689498629337,-0.866107902847507,2.6003207787948193,5
220,-0.2984540647668667,-1.0489267460168825,0.5083357908627916,-0.3821510606916675,-0.11614801892316824,-0.40204151588144077,-0.959945795360513,0.48378347353046985,6
221,-0.5281943702487266,0.012171846199511763,-0.056342636918283125,-0.3821510606916675,0.2875464053881145,-0.5200307576717355,-0.959945795360513,0.6314488669210059,5
222,-0.8728048284715172,0.45895020081694066,-1.1856994924804327,-0.7367790834680439,-0.647324893016961,-0.34304689498629337,-0.866107902847507,-1.1651467526638488,5
223,0.16102654619685364,0.6544157309620661,-0.10767703944383543,-0.3821510606916675,-0.0949009439594162,-0.34304689498629337,-0.3969184402824754,-0.6483178757969729,6
225,-0.3558891411373315,-0.5463010970722748,-0.10767703944383543,0.04340256663998421,-0.3073716935969336,-0.4610361367765881,0.07227102228255619,0.7298924625146965,6
227,0.39076685167871406,1.631743381687692,-0.6723554672249101,0.04340256663998421,0.03258150582309422,-0.16606303230085126,-0.5845942253084874,-0.7467614713906635,5
228,-0.3558891411373315,-0.5463010970722748,-0.10767703944383543,0.04340256663998421,-0.3073716935969336,-0.4610361367765881,0.07227102228255619,0.7298924625146965,6
229,-0.8153697521010519,-0.04367544812766693,-0.10767703944383543,0.04340256663998421,-0.13739509388691967,-0.9329931039377665,0.5414604848475878,-0.3775979879143235,5
231,-0.18358391202593646,-0.825537568708168,-1.0830306874293283,-0.524002269802218,-0.2011363187781749,-0.8150038621474717,-0.4907563327954814,-0.033045403336406154,6
232,0.10359146982638878,-0.8813848630353467,-0.3643490520715966,0.18525377575053456,0.053828580786845666,0.2468993139651797,-0.772270010334501,0.33611808013993383,6
233,-0.8153697521010519,-0.04367544812766693,-0.10767703944383543,0.04340256663998421,-0.13739509388691967,-0.9329931039377665,0.5414604848475878,-0.3775979879143235,5
234,-0.06871375928500678,2.6369946795769077,-0.9290274798526715,-0.1693742470258418,-0.4773482933069472,-0.6380199994620296,-1.3352973654125386,-0.45143068460959146,6
235,-0.6430645229896568,0.570644789471298,-1.3910371025826418,-0.45307666524694284,0.20255810553310755,-0.4610361367765881,-1.3352973654125386,-0.25454349342221017,6
236,-0.6430645229896568,0.570644789471298,-1.3910371025826418,-0.45307666524694284,0.20255810553310755,-0.4610361367765881,-1.3352973654125386,-0.25454349342221017,6
238,-0.6430645229896568,0.570644789471298,-1.3910371025826418,-0.45307666524694284,0.20255810553310755,-0.4610361367765881,-1.3352973654125386,-0.25454349342221017,6
239,-0.06871375928500678,2.6369946795769077,-0.9290274798526715,-0.1693742470258418,-0.4773482933069472,-0.6380199994620296,-1.3352973654125386,-0.45143068460959146,6
241,2.1138191427926656,-0.825537568708168,1.4836894388482846,-0.31122545613639213,0.11756980567810117,0.30589393486032707,0.4476225923345818,-0.7959832691875088,6
242,-0.3558891411373315,0.2914083178354046,-0.8776930773271192,-0.524002269802218,0.3087934803518662,-0.9919877248329139,-0.5845942253084874,1.8373829129437167,6
246,-0.7004995993601222,0.8498812611071915,-1.0316962849037759,-0.45307666524694284,-0.2648775436694301,-0.8150038621474717,-0.866107902847507,0.11461999005412984,5
247,-0.06871375928500678,0.403102906489762,-0.5183522596482534,-0.1693742470258418,-0.32861876856068506,-1.227966208413503,-1.053783687873519,0.5330052713273151,5
